SMILES,Inhibition_A,Inhibition_B,Inhibition Mean
CC1C(NC(C(C1=O)C)C2=CC=CC=C2C)C3=CC=CC=C3C,1.21305,5.19339,3.20322
CC1=CC(=C(C=C1)C)OCC2=CC=C(O2)C(=O)N3C(CC(=N3)C(F)F)(C(F)F)O,7.07189,8.29341,7.68265
COC1=C(C=C(C=C1)C2CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=CC=C4)OC,-10.6166,-10.6495,-10.63305
COC1=C(C=CC(=C1)C2C=C(C(=O)N2C3=CC=CC=C3)NC4=CC=CC=C4)O,-1.23622,2.17162,0.4676999999999999
CC1=CC(=C(C(=C1)C)S(=O)(=O)NN2C=NN=C2)C,1.10651,-0.624728,0.240891
CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=CC=C2)OC,-0.509491,3.35123,1.4208695
CCC(C(=O)NC1=NC(=C(S1)C(=O)OCC)C)SC2=NC=CN2C,5.07098,3.68958,4.38028
CC(CNC1=C(C=C(C=C1)C2=NNC(=O)C3=CC=CC=C32)[N+](=O)[O-])O,3.03126,7.28851,5.159885
CCN(CC)C1=C(C=C(C=C1)NC(=O)C2=CC=CC=C2F)S(=O)(=O)NC3=CC=CC=C3OC,3.7001,5.79445,4.747275
CC1=CC2=C(C=C1S(=O)(=O)NC3=C(C=C(C=C3)OC)OC)OCCN2C,6.34356,5.86334,6.1034500000000005
C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NS(=O)(=O)C3=CC=C(C=C3)F)O[C@@H]1CN(C)CC4=CC=C(C=C4)C(=O)O)[C@H](C)CO,-20.5278,-7.87618,-14.20199
CCC(C)[C@@H](C(=O)NCCC1=CC=CC=C1)NC(=O)N2CCN3C2=NC4=CC=CC=C43,2.13181,1.1015,1.6166550000000002
CCC(CC)C(=O)C1=CNC(=C1)C(=O)NCC2=CC=C(C=C2)F,3.46602,1.6311,2.54856
C1=CC=C(C=C1)/C=C/C(=O)NCCC2=NC3=CC=CC=C3N2,2.20855,1.80611,2.00733
C(CC1=C(C(=NN1)N)C#N)CN,7.87642,5.486,6.68121
CC1=CC(=C(C=C1)C)NC(=O)C2=CC(=NN2)C3=C(C=C(C(=C3)C)C)O,-14.6985,-15.0138,-14.85615
C1CN(CCN1CC2=CC=CC=C2)C(=O)CCNS(=O)(=O)C3=CC=CC=C3F,1.66861,1.23399,1.4512999999999998
CC1=NC2=C(C=C(C=C2C=C1OC)Br)Br,6.91089,10.1324,8.521645
CC1=C(C(=CC=C1)C)NC(=O)CNC(=O)C2=CC3=C(C=C2)SCC(=O)N3,0.346996,2.50037,1.423683
COC(=O)CSC1=C(C(=CC(=N1)C2=CC=CC=C2)C3=CC=CO3)C#N,13.5089,12.0523,12.7806
COC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)N3CCN(CC3)CC4=CC=CC=C4,-22.4921,-19.9467,-21.2194
CC(C)CCN1C(=O)C2=C(C=CS2)N3C1=NN=C3CCCC(=O)N4CCC(CC4)N5CCCCC5,6.73902,4.89989,5.819455
CC1=C(C(=NC2=NC=NN12)C)CCC(=O)NC3=CSC(=N3)N,3.29286,5.59763,4.445245
CC(C)(C)NC(=O)CN(C1=CC=CC2=C1CCCC2)C(=O)C3=CSN=N3,3.98615,3.34888,3.667515
COC1=CC=CC(=C1OC)C2CC(=NN2C(=O)CSC3=NN4CCCC(=O)N=C4S3)C5=CC=CS5,4.37005,10.4326,7.401325
CN1C2=C(C=C(C=C2)C3=C(C=C(C=C3)OC)F)C(=C1C4=CC(=CC(=C4)OC)OC)C5=CC=CS5,2.27221,2.06193,2.16707
CC(C)N(C1=CC=CC=C1)C(=O)CSC2=NN=C(S2)NC3CC3,-2.81975,2.858,0.019125
C1CCC(CC1)NC(=O)NC(=O)COC(=O)CNC(=O)C2=C(C=C(C=C2)Cl)Cl,6.0832,3.35696,4.720079999999999
C1OC2=C(O1)C=C(C=C2)NC(=O)COC(=O)C3=C(N=CC=C3)Cl,0.631151,-2.57092,-0.9698845
CCOC(=O)CN1C2=CC=CC=C2N(C1=N)CCOC3=CC=C(C=C3)OC.[Cl-],4.80878,6.78479,5.796785
C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.[Cl-],1.90392,4.58849,3.246205
C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O.O,1.96536,0.223214,1.094287
CCOC(=O)C1=C(N(C2=C1C=C(C=C2)OCC(=O)N)C)C,-1.6837,8.08607,3.201185
COC1=CC=C(C=C1)CCNC(=O)C2=CN=C3C=CC=CN3C2=O,-6.65286,-13.4042,-10.02853
CC(C)(C1=NOC(C1)C2=CC=CC=C2)O,-3.96114,0.883986,-1.538577
CC1=NN=C(S1)SC(C)C(=O)NC2CCCCC2,7.17171,3.12571,5.14871
CC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2C(=O)C)OCO3,1.40716,2.4586,1.93288
COC1=CC=CC=C1C(=O)NC(=S)NC2=CC3=C(C=C2)NC(=O)N3,0.731952,2.5181,1.625026
CC1=CC=C(C=C1)C(=O)C[N+]2=CC=CC3=C2C=CC(=C3)OC.[Br-],3.32763,0.904187,2.1159085
CC(C1=CC=CC=C1)NC(=O)C2(CCOCC2)C3=CC=CS3,2.6065,4.62301,3.614755
CC1=CC(=NC2=NC(=CN12)COC3=CC=C(C=C3)OC)C,1.06359,-0.182983,0.4403035
CC1=CC=C(C=C1)N2C(=O)C(=C(N2)C)C=NN3C(=NC4=CC=CC=C4C3=O)C,17.4926,15.4314,16.462
CC1=C(C(=CC=C1)NC(=O)[C@@H]2CCCN2C3=NS(=O)(=O)C4=CC=CC=C43)C,-1.50337,-1.10269,-1.30303
CCCC1=CC(=O)NC(=N1)SCCOC2=CC=C(C=C2)Cl,3.93319,4.47264,4.202915
C1CC1NC(=O)C2=CC=CC=C2NC(=O)COC3=CC=C(C=C3)[N+](=O)[O-],3.45999,4.38934,3.924665
CC1=NN(C(C1)(C(F)(F)F)O)C(=O)C2=C(C(=NN2C)C)Br,27.7769,26.1505,26.963700000000003
CCC1=CC=CC=C1NC(=O)CN(C)S(=O)(=O)C2=CC=C(S2)C3=NNC(=O)C=C3,4.34135,3.95768,4.149515
C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC(=CC=C3)N4C(=O)C5C6CC(C5C4=O)C=C6,1.4516,1.44358,1.44759
CCC(C)N(C)C1CCN(CC1)C(=S)NC2=CC=C(C=C2)OC,5.20222,4.243,4.72261
CCCCC(=O)C1=C(CC(CC1=O)(C)C)N2CCCC2,4.98466,8.48299,6.733825
CC1=C(SC2=C1C(=O)N(C=N2)CC(=O)NCC(=O)NC3=CC=CC=C3OC)C,-2.75489,3.46293,0.35402
C1COCCN1CCNC(=O)C2=NN3C(CC(NC3=C2)C4=CC=C(C=C4)F)C(F)(F)F,3.96099,6.3977,5.179345
CC1=C(N=CC=C1)NCC(COC2=CC=CC=C2)O,4.67346,7.23302,5.95324
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)CSC3=CC=CC=C3,4.16191,3.24828,3.705095
C1=CC(=C(N=C1)NC2=CC=C(C=C2)Cl)C(=O)O,11.1455,15.696,13.42075
COC(=O)C(CC(=O)C1=CC=C(C=C1)Br)N2C=CC=N2,1.79622,3.74647,2.771345
CC1=C(C(=NO1)C)C(=O)NC2=C(C=CS2)C(=O)N,-0.0840657,1.52327,0.7196021499999999
C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)CN4CCOCC4,-1.42846,1.505,0.0382699999999999
CC[C@@H]1C/C=C\CC2=CC=CC=C2[C@H](OC1=O)C(=O)C[C@H](CC(=O)C)O,3.24759,0.715224,1.981407
CC1=CC(=CC(=C1)NC(=O)CN2CCN(CC2)C(=O)C3CCCO3)C,4.0735,0.475155,2.2743275
C1=COC(=C1)CNC(=O)COC(=O)CCC(=O)C2=CC=CS2,-20.605,-17.9243,-19.26465
CN1C2=C(CS(=O)(=O)C3=CC=CC=C32)C(=N1)C(=O)NCCC4=CC=C(C=C4)S(=O)(=O)N,5.15955,-2.17064,1.494455
CN(C)C1(CCCCC1)CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N(C)C3=CC=CC=C3OC)Cl,3.09494,1.5819,2.33842
COC1=CC=C(C=C1)C2CC(=NN2C(=O)CSC3=NCCS3)C4=CC=C(C=C4)Br,-2.68927,-2.35874,-2.524005
CN(CC(=O)NC1=NC2=CC=CC=C2S1)S(=O)(=O)C3=CC=C(C=C3)Br,-3.60395,-5.95518,-4.779565
CN(CC1=CC=C(C=C1)F)S(=O)(=O)C2=NN=C(S2)NC(=O)C3=CC=CC=C3Br,22.8583,21.5505,22.2044
CCC1CN(C2=C(O1)C=CC(=C2)Cl)C(=O)NCC3=CC=C(C=C3)F,-1.5408,-2.98667,-2.263735
CC1=CC=C(C=C1)SC2=CC=C(O2)/C=C\3/C(=N)N4C=C(SC4=NC3=O)C,-5.82769,-5.074,-5.450844999999999
C1CCC(C1)[C@]2(C(=O)N(O2)C3=CC=CC=C3C(F)(F)F)C4=CC=CC=C4,-1.37999,0.948008,-0.215991
COC1=CC=CC(=C1OC)C=NNC(=O)CNC(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCCC3,1.73849,2.09494,1.916715
COC1=C(C=C(C=C1)C(CC(=O)C2=CC=CC=C2)CC(=O)C3=CC=CC=C3)OC,7.17874,6.56518,6.87196
CCC1CCCCN1C(=O)COC(=O)CSC2=C(C=C(C=C2)C(=O)N)[N+](=O)[O-],-2.94678,-1.43081,-2.188795
CCOC(=O)CSC1=NC2=C(S1)C=C(C=C2)NC(=O)CSC3=NN=NN3CC4=CC=CC=C4,2.21159,1.63694,1.924265
CN(CC(=O)NC1=CC(=CC=C1)F)CC(=O)N2CCCCC2,9.72809,-0.188523,4.7697835
C1CN(CCN1CCC(=O)NNC(=S)NC2=CC=CC=C2Cl)C3=CC=CC=C3,8.41384,10.7962,9.60502
C1=CC2=NN=C(N2C=C1)SCC3=CC(=CC=C3)[N+](=O)[O-],0.253425,-2.93526,-1.3409175
CC(C1=CC=CC=C1)NC2=NC(=CS2)C3=CC=C(C=C3)NC(=O)C,8.8456,7.63582,8.24071
COC1=CC=CC=C1OCCNC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCN(CC3)CC4=CC=CC=C4,3.78872,3.5731,3.68091
C1=CC=C(C=C1)C(=O)C2=CC=CN2CC(=O)NCC3=CC=CC=C3Cl,1.18718,0.963623,1.0754015
CC1=CC=CC=C1N(CC(=O)N2CCN(CC2)C3=CC=CC=C3)S(=O)(=O)C,-0.314538,2.93387,1.309666
CCN1C2=CC=CC=C2C(=C1C(=O)O)CC(=O)N(CC)C3=CC=CC=C3C,11.4958,12.4298,11.9628
C1=COC(=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,3.88318,7.89007,5.886625
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2NC4=CC=C(C=C4)O,6.39197,4.2267,5.309335
CC(=O)NC1CCN(CC1)C(=O)N2CCCC2,2.88983,1.64783,2.26883
CC(=O)NC1=CC=CC=C1NC(=O)C2=CC=CC3=CC=CC=C32,2.7213,2.57821,2.649755
CCN(CC)C1=CC=C(C=C1)C=NNC(=O)C2CC2,0.414938,0.607335,0.5111365
COC1=C2C(=C(C=C1)Br)CCC2=O,0.604323,5.27707,2.9406965
CC1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=C(ON=C3C)C)OC1CN(C)S(=O)(=O)C)C(C)CO,5.27892,8.25411,6.766515
CC(C(=O)OC(C)(C)C)NC(=O)C1=C(NC=N1)C(=O)NCC(=O)OCC2=CC=CC=C2,4.60608,7.39319,5.999635
CN(CC1=CC=CC=C1)S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)OCC(=O)NC3CCS(=O)(=O)C3,8.76406,7.56811,8.166085
CC1=NC2=CC=CC=C2C(=O)N1C3CCCCCC3,2.52807,-0.285878,1.121096
CC(C)(C)[C@H]1COC(=O)CCCC/C=C\C[C@@H](C(=O)N1)CC(=O)N(CCO)CC2=CC=CC=C2,3.93057,5.74738,4.838975
CC1CCC2C(C1)C(=O)N(C2=O)C3=CC=CC=C3OC(=O)C4=CC=CC=C4,6.40309,2.68951,4.5463
COC1=CC=CC=C1OCCC(=O)OCC(=O)NC2=CC(=CC=C2)Br,9.68521,4.54789,7.11655
CCN(CC)CC1=C(N=NN1C2=NON=C2N)C(=O)OCC,1.28235,3.84997,2.56616
CCN1C2=CC=CC=C2C(=C1O)C3=NCCCC3,0.218553,0.354239,0.286396
CC1CC(CC2(C1)C(=O)N(C(=O)N2)CC(=O)N3CCN(CC3)CC(=O)NC4=CC=CC(=C4C)C)(C)C,-2.37794,2.8593,0.24068
COC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)N2CCN(CC2)C3=CC=CC=C3)C4=CC=CC=C4,1.29113,1.25224,1.2716850000000002
CCN1CC(CC1=O)CNC(=O)C2=CC3=C(C=C2)N=C(O3)CC4=CC(=CC=C4)Cl,1.49816,5.03149,3.264825
C1CC1CNC(=O)C2=CC=C(C=C2)NC3=NC4=C(N3)C=C(C=C4)Br,-5.55681,-2.7933,-4.175055
CC1=CC=CC=C1CN2C=C(C=N2)NC(=O)COC3=CC=CC=C3,-7.44082,-10.7967,-9.11876
COC1=CC(=CC=C1)OC2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)[N+](=O)[O-],1.78155,-1.25455,0.2634999999999999
CC1=C(SCCO1)C(=O)NC2=CC=CC(=C2)C(=O)NCCC3=C(C=CC(=C3)OC)OC,3.74025,2.47133,3.10579
CCCN(C1=C(N(C(=O)NC1=O)CC2=CC=CC=C2)N)C(=O)CSCC3=CC=CC=C3C,-3.24486,-2.18278,-2.71382
CCOP(=O)(C(=C(Cl)Cl)NC(=O)C1=CC=C(C=C1)C)OCC,0.999784,1.89167,1.445727
COC1=CC=CC(=C1)C2=NC(=NO2)C3=CC=CS3,0.798722,2.71256,1.755641
C1=CC=C(C=C1)C=NNC(=O)CNC(=O)COC2=CC=CC=C2,1.61096,2.42681,2.018885
COC1=C(C2=C(C=C1)C(=C(S2)C(=O)NCCCN3C=CN=C3)Cl)Cl,-9.68002,-4.15114,-6.91558
COC1=CC=C(C=C1)CN2CCCN(CC2)S(=O)(=O)C3=CC=C(C=C3)Br,-1.14943,-0.471447,-0.8104385
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC(=N2)/C=C/C3=CC=C(C=C3)Cl,4.84053,5.98398,5.412255
C1CCC(CC1)C(=O)NN2C(=O)C3=CC=CC=C3C2=O,-1.26515,3.77342,1.2541350000000002
CC1=C(C=C2C(=N1)C=CN(C2=O)CC3=CC=CC=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5,5.19533,5.50877,5.35205
C1=CC=C2C(=C1)C=C(O2)/C(=C(\C#N)/C3=NC4=CC=CC=C4S3)/O,78.9453,74.611,76.77815000000001
CC1=NC2=C(S1)C=CC(=C2)NC(=O)C3=CC=C(S3)Br,-2.49194,-0.98376,-1.73785
CC1=C(C(=NO1)C)COC2=CC=CC(=C2)C(=O)NC3=C(C=C(C=C3)Br)F,10.8284,12.1635,11.49595
C1=CC=C(C=C1)P(=O)(CC2=CC(=CC=C2)[N+](=O)[O-])C3=CC=CC=C3,9.93082,1.84496,5.8878900000000005
C1=CC=C(C=C1)CNC(=O)CN2N=C(N=N2)C3=CC=CC=C3N4C=NN=N4,0.391727,-9.21709,-4.412681500000001
CCOC(=O)N1CCC(CC1)N2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)NC4=CC=C(C=C4)OC,9.42229,8.9344,9.178345
CC1=CC(=NO1)NC(=O)C(C)SCC(=O)NC2=C(C=CC(=C2)Cl)N3CCN(CC3)C,0.250129,1.60297,0.9265495
CC1=NC(=CC=C1)NC(=O)NCC(F)(F)F,1.99968,-1.75951,0.120085
COCCNC(=O)/C(=C/C1=CC=C(C=C1)O)/C#N,1.26072,0.660066,0.960393
COC1=CC(=C(C=C1)OC)N(CC(=O)NC2=CC=CC(=C2)C(F)(F)F)S(=O)(=O)C,7.37507,-6.09524,0.6399149999999998
CC1(C2CC=C(C1C2)C=NN3C=NN=C3)C,-15.7362,-9.58016,-12.65818
C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)NC2=CNC(=O)NC2=O,3.01468,0.786911,1.9007955
COC1=CC=CC(=C1)CNC(=O)CSC2=NN=C(C=C2)C3=CC=CS3,0.366585,0.795518,0.5810514999999999
CCOC(=O)C1(/C(=N/NC2=CC=CC=C2)/C(=O)C(=O)N1C3=CC=CC=C3)C,3.7361,2.69315,3.214625
CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)OCC3=C(C(=CC=C3)OC)OC,1.40835,0.847762,1.128056
C1COCCN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)NC3=C(C(=CC=C3)Cl)N4CCOCC4,-1.36197,-1.93961,-1.65079
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N=CC3=NC4=CC=CC=C4N3C,5.46125,-3.85804,0.8016049999999999
COC1=CC=C(C=C1)NC2=CNC(=O)NC2=O,-0.123352,1.97682,0.926734
CC1=CC=C(C=C1)CSCCNC(=O)CCSC2=CC=CC=C2,3.38735,1.41725,2.4023
CC1(CC(=O)C2=C(C=C(C=C2O1)OCC3=CC=C(C=C3)C(=O)OC)O)C,10.8979,7.5457,9.2218
C1=CC(=CC=C1N2C(=C(C(=NC2=O)CN3C=NC=N3)C#N)N)Cl,3.17291,0.677249,1.9250795
CCC1=CC=C(C=C1)NC(=O)NCC2=CN=CC=C2,-5.58475,-6.14821,-5.866479999999999
C1CCN(C(C1)CCO)C(=O)CCN2C(=O)/C(=C/C3=CC=CC=C3F)/SC2=S,8.1144,10.8237,9.46905
CC(=O)NC(CC1=CC=C(C=C1)OC)C(=O)NC2CCN(CC2)C(=O)NCC3=CC=CC=C3,3.50459,3.77876,3.641675
CN(C)CCOC(=O)C1=CC2=C(C=C1)NC3=C2CSCC3.[Cl-],4.81545,0.814162,2.814806
COC1=CC=CC(=C1)CN2C(=C(N=N2)C(=O)NCC3=CC=C(C=C3)F)N,2.89803,-0.00732279,1.445353605
COCC1=C2C(C(=C(OC2=NN1)N)C#N)C3=C(C=CC=C3Cl)F,3.50065,2.75004,3.125345
CC1=CC(=C(C=C1)N)C,-0.746103,5.94809,2.6009935
CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)C3=CNC(=C3)C(=O)NCC4=CC=NC=C4,-0.518016,0.147036,-0.18549
C1=CC(=C(C=C1CNC2=NC=NC3=C2C=NN3)Cl)Cl,3.0838,7.79368,5.43874
CC1=NN(C(=C1)N)C2=CC=C(C=C2)[N+](=O)[O-],0.603051,5.40163,3.0023405
CC(C)(C)CN1CCNC(=O)C1CC(=O)NC2CC3=CC=CC=C3C2,3.20126,6.26597,4.733615
CC1=CC(=CC=C1)NC(=O)C2=C(N=C(S2)C)C,1.38909,2.41564,1.902365
CC1=CC(=NC=C1)NC(=O)COC2=C(C=C(C=C2[N+](=O)[O-])C)C,2.21364,4.11041,3.162025
CC1=CC=CC=C1OCCCOC2=C(C=C(C=C2)/C=C\3/C(=N)N4C=CSC4=NC3=O)OC,4.60637,7.43046,6.018415
CN1CCN(CC1)C(=O)C(C2CCCCCC2)C(=O)OC,0.511696,3.89127,2.201483
C1OC2=C(O1)C=C(C=C2)C=NNS(=O)(=O)C3=CC=C(C=C3)F,-2.26255,-0.262184,-1.262367
C1=CC(=CC=C1SCCNC(=O)C2=CC3=C(C=C2)N=CN3)Br,2.09387,0.435015,1.2644425
COC1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)N4CCN(CC4)C5=CC=CC=C5,-9.17671,-1.38389,-5.2803
CCN1C=C(C=N1)CNC(=O)C2=NOC(=C2)COC3=C(C=C(C=C3)F)Cl,4.22236,5.49229,4.857325
COC1=CC=C(C=C1)NC(=O)CS(=O)(=O)C2=CC=C(C=C2)Br,3.91074,3.7598,3.83527
C1=CC(=CC(=C1)Cl)CSC2=NN=C(N2N)C3=CC=NC=C3,4.60575,3.11075,3.85825
CC1=C(C2=CC=CC=C2N1)C(C#N)(C#N)C3C(=O)C4=CC=CC=C4C3=O,4.06214,8.66449,6.363315
CCC1=CC=C(C=C1)N=C2C3=CC=CC=C3C(=N2)N,2.21239,-0.47647,0.8679600000000001
C1=CC=C(C=C1)CC(C(=O)OCC(=O)N)NS(=O)(=O)C2=CC=CC=C2F,0.78125,2.25892,1.520085
CC1=NC2=C(S1)C=C(C=C2)NC(=O)N(C(C)C)C(C)C,-0.0464001,-1.51867,-0.78253505
CC1=CC(=NC2=NC(=NN12)NCC3=CC(=C(C=C3)OC)OC)C,0.763602,0.486224,0.624913
COC1=CC2=C(C=C1)N=C(N2)SCC3=NC(=NC(=N3)NC4=CC=CC=C4)N,3.67987,6.40987,5.04487
CC(C)(C)C1=CC=C(C=C1)C2=NNC(=S)N2C3=CC=CC=C3,-3.65279,-2.29611,-2.97445
C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCC4=CC=C(C=C4)S(=O)(=O)N,2.84499,4.5081,3.676545
C[C@]12C(C3COC4=C(C3N1C(=O)C5=C(C=C(C=C5)F)NC2=O)C=C(C=C4)Br)C6=CC=CC=C6,-21.073,-17.8149,-19.44395
COC1=CC=C(C=C1)CN2C(=O)C3=C(C=C(C=C3)C(=O)NCCCN4CCCC4)NC2=O,-0.388848,1.32971,0.4704309999999999
CCN1C(=C(C(NC1=NCC2=CC=CO2)C3=CC(=CC=C3)F)C(=O)OC)C,-3.7075,-4.18504,-3.94627
CCO[C@H]1[C@@H]([C@H](C=C(O1)C(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)C5=CC=C(C=C5)C(F)(F)F)CCCO,-8.91763,-15.7337,-12.325665
COC1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3N2,1.02443,4.11112,2.567775
CC1=CC(=CC=C1)NC(=O)C2=CC=CC=C2OCC(=O)C3=CC=CC=C3,3.10185,-5.34292,-1.120535
CCOC(=O)N1CCN(CC1)C(=O)CCC2=C(N3C(=NC(=N3)C)N=C2C)C,-1.43964,9.11954,3.83995
C1=CC=C(C=C1)C2=NN=C(O2)C3=CC(=CC=C3)C(=O)OCC4=CC=C(C=C4)C(=O)C5=CC=CC=C5,7.66297,1.40624,4.534605
C1COCCN1CC2=C(N=NN2C3=NON=C3N)C(=O)NN=CC4=CC=CC=C4Cl,12.7469,18.2084,15.47765
C1CCN(CC1)C2=NC(=NC(=N2)NN=CC3=CC=C(C=C3)[N+](=O)[O-])N4CCCCC4,8.50719,7.95773,8.23246
CC1=CC=C(C=C1)CN2C(CCC2=O)C(=O)NCC3CCCO3,-16.0648,-10.6768,-13.3708
COC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)NC(=O)C3=CC(=CC=C3)F,7.39291,4.73744,6.065175
CC1=NC(=NO1)C2=CC=C(C=C2)OC3=CC=C(C=C3)NC(=O)C,-16.1904,-9.86064,-13.02552
CC(=O)C1=C(C(=C(C=C1O)O)C(=O)C)O,83.842,88.8905,86.36625000000001
CCCCCCSC1=NN=C2N1C(=CC(=O)N2)N,8.39114,1.0429,4.71702
C1=CC=C2C(=C1)C=CC=C2NC(=O)CSC3=NC(=O)N4C=C(C=CC4=N3)Cl,0.838667,4.33395,2.5863085
CCOC1=CC=C(C=C1)NC(=O)NC2=NN=C(S2)CC(=O)NCC3=CC=CC=C3,3.7746,7.71572,5.74516
CC1=C2C(=CC=C1)SC(=N2)NC(=O)C3=CC=C(S3)Cl,-3.55994,-6.26568,-4.91281
CC(=O)NC1(CCCCC1)C2CCCCC2=O,-0.977007,5.0813,2.0521465
C1=CC=C(C=C1)C2=NN3C=NN=C3C4=CC=CC=C42,6.35742,7.08058,6.719
COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C3=NN4C=NN=C4C=C3,-0.173147,1.05386,0.4403565
CC(CC(=O)NC1=NN=CS1)CC(=O)O,3.64076,6.22363,4.932195
COC1=C(C=C(C=C1)CC(=O)NC2=CC=C(C=C2)C(=O)NC3=NC=CS3)OC,-3.3845,-2.69089,-3.0376950000000003
CSC1=CC=CC(=C1)NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N3CCOCC3,0.393379,-0.654923,-0.130772
CC1=CC(=CC=C1)CN2CCN(C2=O)CC(=O)NCC3=CC=C(C=C3)F,3.24714,-1.33635,0.955395
CCOC(=O)C1CCN(CC1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)C,1.96264,2.78903,2.375835
CC1=CC=C(C=C1)NC(=S)N(CC2=CC=CS2)CC3=CC4=C(C=CC(=C4)C)NC3=O,-2.9296,-1.1902,-2.0599
CC1=CC=C(O1)CN2CCCC(C2)C(=O)C3=CC(=CC=C3)C(F)(F)F,5.50452,3.01445,4.259485
C1C(C=C(OC1OCC2=CC=C(C=C2)CO)C(=O)O)C3=CC=CC=C3,5.60959,9.12903,7.36931
COC1=CC=C(C=C1)/C=C/2\C(=O)N(C(=S)S2)NS(=O)(=O)C3=CC=CC=C3,35.4648,37.8743,36.66955
C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3=CC=CC(=C3)C4=NN=C(O4)C5=CC=CO5,24.122,29.9027,27.01235
CCOC(=O)C(C)OC1=NN(C(=O)C=C1)C2=CC=CC=C2,2.00919,4.96318,3.486185
CCNC(=S)N1CCC(CC1)C(=O)N,2.12582,0.466754,1.296287
COC1=C(C(=CC(=C1)C=NNC(=O)CC#N)Br)O,-3.75999,-1.5417,-2.6508450000000003
CC(C)COC1=CC=CC(=C1)C(=O)NNC(=O)C2COC3=CC=CC=C3O2,7.9757,6.68888,7.33229
C1=CC(=C(C=C1F)C(=O)C2=CNN=C2)O,7.42679,5.54187,6.48433
CCN(CCO)C1=NC2=C(C=NN2C)C(=N1)N3CCCCC3,3.46715,6.78069,5.12392
C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)C4=CC=CC=C4,1.38836,4.26671,2.827535
COC1=C(C=C(C=C1)CCN2C(=O)CC(C2=O)N3CCC(CC3)C(=O)N)OC,5.20941,1.09571,3.1525600000000003
C1=CC=C2C(=C1)C=CC=C2CN3C4=C(C(=O)NC(=N4)C(=O)NC5=CC=C(C=C5)F)N=N3,4.86863,1.45711,3.16287
COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NC3CC4=CC=CC=C4C3)C5=CC6=CC=CC=C6C=C5,-17.3152,-6.22528,-11.77024
CCC1CCCCN1C(=O)CSC2=NN=C(O2)CNC(=O)C3=CC=CO3,2.11376,1.60646,1.86011
CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NCCC3=CC=CC=C3,-4.07514,-1.47231,-2.773725
CN(CC(=O)NC1=CC=C(C=C1)F)C(=O)COC(=O)CC2=C(C=CC=C2Cl)F,-0.98857,0.693054,-0.147758
CC1=C(NC2=C1C(=O)CC(C2)C3=CC(=C(C(=C3)OC)OC)OC)C(=O)OC,2.95135,0.722227,1.8367885
C1=CC(=CC=C1C=NNC(=O)C2=CC=C(C=C2)C3=CSC(=N3)NC4=CC=C(C=C4)Cl)OCC(=O)O,16.8755,22.5157,19.6956
COC1=CC=CC=C1NC(=S)N2CCN(CC2)C3=CC=CC=N3,2.98376,5.86725,4.425505
C1=CC=C(C(=C1)C(F)(F)F)NC(=O)CN2C3=CC=CC=C3OC2=O,2.03831,5.12509,3.5817
